代碼,學分,學時,老師,班級,Subject,科目,時間,地點
1102,3,3,謝慶雄,四機三選 1, Numerical analysis,數值分析,一02-04,機械館機械系統設計實驗室
1103,3,3,謝瑞青,四機三選 1, Technology and Application of Renewable Energy,可再生能源技術與應用,一02-04,國秀樓301教室
1104,3,3,顏木田,四機三選 1, The theory and Practice of Mechatronics,機電整合,一02-04,機械館自動控制實驗室
1105,3,3,陳永銓,四機三選 1, Vibrations,振動學,一02-04,國秀樓302教室
1108,3,3,郝敏仁,四機三選 2, Practice of Digital IC,數位IC實務,二06-08,機械館電子實驗室
1109,3,3,盧鴻華,四機三選 2, Semiconductor Fabrication Process,半導體製程,二05-07,國秀樓301教室
1110,3,3,張子欽,四機三選 2, Computer Numerical Control Manufactur（II）,CNC加工（二）,二05-07,"機械館綜合工廠), 二05-0"
1111,3,3,林清福,四機三選 2, MATLAB for Engineering Applications,MATLAB 軟體之工程應用,二05-07,機械館CAE電腦教室
1112,3,3,葉彥良,四機三選 2, Creative Design of Mechanisms,創意機構設計,二06-08,機械館微控制器實驗室
1114,3,3,機科技英文,四機三選 3, English for Science and Technology,科技英文,三02-04,國秀樓2F語言教室C
1115,3,3,楊梓群,四機三選 3, Microcontroller,微控制器,三02-04,機械館微控制器實驗室
1116,3,3,林清福,四機三選 3, Reverse engineering,逆向工程,三02-04,機械館CAE電腦教室
1117,3,3,邱俊智,四機三選 3, Practices of Robot Control,機器人控制實務,三02-04,機械館自動控制實驗室
1118,3,3,林岳鋒,四機三選 3, 3D Parametric Mechanical Design,3D參數化機械設計,三02-04,機械館電腦繪圖室
1119,3,3,朱玟霖,四機三選 3, Linear Algebra,線性代數,三02-04,國秀樓302教室
1121,3,3,沈銘原,四機四選 1, Introduction to Aeronautical Manufacturing,航空產業概論,一05-07,工具機學院大樓一樓視訊會議室
1127,3,3,朱玟霖,四機四選 2, Introduction to Instrumentation of Medical Engineering,醫工設備概論,二02-04,國秀樓402教室
1129,3,3,林金雄,四機四選 3, Industrial Safety and Health,工業安全與衛生,三05-07,國秀樓309教室
1131,9,9,機校外實習,機校外實習, Extracurricular Intern （Ⅱ）,校外實習（二）,,
1132,0,3,姚威宏,機-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1133,0,3,謝明珠,機-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1151,3,3,江東源,四機一甲, Material Science and Engineering（Ⅱ）,材料科學與工程（二）,四08-08,"國秀樓302教室), 三03-0"
1152,1,3,蘇怡甄,四機一甲, Precision manufacture practicum,精密製造實習,一06-08,"機械館綜合工廠), 一06-0"
1153,3,3,陳志明,四機一甲, Statics,靜力學,一05-05,"機械館材料實驗室), 二05-0"
1154,3,3,葉彥良,四機一甲, Manufacturing Processes,製造學,四06-07,"國秀樓302教室), 三05-0"
1155,3,3,盧鴻華,四機一乙, Material Science and Engineering（Ⅱ）,材料科學與工程（二）,三03-04,"國秀樓301教室), 二08-0"
1156,1,3,張子欽,四機一乙, Precision manufacture practicum,精密製造實習,四06-08,"機械館綜合工廠), 四06-0"
1157,3,3,邱俊智,四機一乙, Statics,靜力學,四05-05,"國秀樓303教室), 二05-0"
1158,3,3,楊梓群,四機一乙, Manufacturing Processes,製造學,三07-07,"國秀樓301教室), 一05-0"
1159,3,3,林金雄,四機一丙, Material Science and Engineering（Ⅱ）,材料科學與工程（二）,四05-05,"國秀樓301教室), 三03-0"
1160,1,3,張子欽,四機一丙, Precision manufacture practicum,精密製造實習,三05-07,"機械館綜合工廠), 三05-0"
1161,3,3,謝慶雄,四機一丙, Statics,靜力學,一05-06,"國秀樓301教室), 二05-0"
1162,3,3,江東源,四機一丙, Manufacturing Processes,製造學,四06-07,"國秀樓301教室), 二02-0"
1163,3,3,謝忠祐,四機一丁, Material Science and Engineering（Ⅱ）,材料科學與工程（二）,一05-05,"國秀樓305教室), 二06-0"
1164,1,3,蘇怡甄,四機一丁, Precision manufacture practicum,精密製造實習,五02-04,"機械館綜合工廠), 五02-0"
1165,3,3,葉彥良,四機一丁, Statics,靜力學,三06-07,"國秀樓401教室), 二05-0"
1166,3,3,江東源,四機一丁, Manufacturing Processes,製造學,三05-05,"國秀樓401教室), 二03-0"
1167,3,3,邱煥釗,四機二甲, Engineering Mathematics（Ⅱ）,工程數學（二）,四02-02,"國秀樓402教室), 三02-0"
1168,1,3,林岳鋒,四機二甲(工業設計), Practice of Mechanical Engineering—Part （Ⅰ）,機械工程實驗（一）,二02-04,機械館微控制器實驗室
1169,3,3,楊善國,四機二甲, Applied Electronics（Ⅰ）,應用電子學（一）,四05-06,"國秀樓402教室), 三04-0"
1170,3,3,陳雄章,四機二甲, Introduction to Mechanisms,機構學,一05-06,"國秀樓303教室), 二05-0"
1171,3,3,陳永銓,四機二甲, Thermodynamics （Ⅰ）,熱力學（一）,一07-07,"國秀樓303教室), 三05-0"
1172,3,3,陳再萬,四機二甲, Automatic Controls,自動控制,二06-08,國秀樓308教室
1173,3,3,邱煥釗,四機二乙, Engineering Mathematics（Ⅱ）,工程數學（二）,四05-06,"國秀樓405教室), 三04-0"
1174,1,3,林清福,四機二乙(精密量測), Practice of Mechanical Engineering—Part （Ⅰ）,機械工程實驗（一）,二02-04,機械館精密量具實驗室
1175,3,3,郝敏仁,四機二乙, Applied Electronics（Ⅰ）,應用電子學（一）,一05-06,"國秀樓406教室), 二05-0"
1176,3,3,謝慶雄,四機二乙, Introduction to Mechanisms,機構學,三07-07,"國秀樓413教室), 二07-0"
1177,3,3,陳正和,四機二乙, Thermodynamics （Ⅰ）,熱力學（一）,二06-06,"國秀樓507教室), 四07-0"
1178,3,3,朱玟霖,四機二乙, Automatic Controls,自動控制,四02-02,"國秀樓103教室), 三05-0"
1179,3,3,廖能通,四機二丙, Engineering Mathematics（Ⅱ）,工程數學（二）,一06-06,"國秀樓313教室), 三05-0"
1180,1,3,陳雄章,四機二丙(氣液壓), Practice of Mechanical Engineering—Part （Ⅰ）,機械工程實驗（一）,二02-04,機械館氣液壓實驗室
1181,3,3,郝敏仁,四機二丙, Applied Electronics（Ⅰ）,應用電子學（一）,四02-02,"國秀樓301教室), 一07-0"
1182,3,3,陳雄章,四機二丙, Introduction to Mechanisms,機構學,二06-06,"國秀樓302教室), 三03-0"
1183,3,3,盧鴻華,四機二丙, Thermodynamics （Ⅰ）,熱力學（一）,四07-08,"國秀樓405教室), 三02-0"
1184,3,3,陳正和,四機二丙, Automatic Controls,自動控制,二05-05,"機械館電腦輔助產品設計電腦教室), 四05-0"
1185,3,3,廖能通,四機二丁, Engineering Mathematics（Ⅱ）,工程數學（二）,三07-07,"國秀樓306教室), 一07-0"
1186,1,3,沈銘原,四機二丁(工業設計), Practice of Mechanical Engineering—Part （Ⅰ）,機械工程實驗（一）,二02-04,機械館電腦繪圖室
1187,3,3,楊善國,四機二丁, Applied Electronics（Ⅰ）,應用電子學（一）,三02-03,"國秀樓306教室), 四02-0"
1188,3,3,謝慶雄,四機二丁, Introduction to Mechanisms,機構學,三05-06,"國秀樓306教室), 二06-0"
1189,3,3,陳永銓,四機二丁, Thermodynamics （Ⅰ）,熱力學（一）,四05-05,"國秀樓308教室), 一05-0"
1190,3,3,邱俊智,四機二丁, Automatic Controls,自動控制,四06-06,"國秀樓308教室), 二07-0"
1191,2,6,機三甲專題,四機三甲, Project study （Ⅱ）,實務專題（二）,,
1192,3,3,詹俊奕,四機三甲, Computer Aided Engineering Analysis（Ⅰ）,電腦輔助工程分析（一）,三05-07,機械館CAE電腦教室
1193,1,3,黃智勇,四機三甲(機電整合), Practice of Mechanical Engineering—Part （Ⅲ）,機械工程實驗（三）,二02-04,機械館機電整合實驗室
1194,2,6,機三乙專題,四機三乙, Project study （Ⅱ）,實務專題（二）,,
1195,3,3,詹俊奕,四機三乙, Computer Aided Engineering Analysis（Ⅰ）,電腦輔助工程分析（一）,四05-07,機械館CAE電腦教室
1196,1,3,邱煥釗,四機三乙(流固力), Practice of Mechanical Engineering—Part （Ⅲ）,機械工程實驗（三）,二02-04,機械館流體實驗室
1197,2,6,機三丙專題,四機三丙, Project study （Ⅱ）,實務專題（二）,,
1198,3,3,謝忠祐,四機三丙, Computer Aided Engineering Analysis（Ⅰ）,電腦輔助工程分析（一）,一06-08,機械館CAE電腦教室
1199,1,3,林岳鋒,四機三丙(機電整合), Practice of Mechanical Engineering—Part （Ⅲ）,機械工程實驗（三）,三05-07,機械館機電整合實驗室
11A0,2,6,機三丁專題,四機三丁, Project study （Ⅱ）,實務專題（二）,,
11A1,3,3,林清福,四機三丁, Computer Aided Engineering Analysis（Ⅰ）,電腦輔助工程分析（一）,一05-07,機械館電腦繪圖室
11A2,1,3,鄭文達,四機三丁(電機實驗), Practice of Mechanical Engineering—Part （Ⅲ）,機械工程實驗（三）,二02-04,機械館電機實驗室
11A3,0,320,,四機四甲, Diversified Training,多元實習,,
11A4,0,320,,四機四乙, Diversified Training,多元實習,,
11A5,0,320,,四機四丙, Diversified Training,多元實習,,
11A6,0,320,,四機四丁, Diversified Training,多元實習,,
11C0,6,6,陳永銓,產學四機二甲, The Industry Practises （Ⅱ）,產業實務實習（二）,二04-06,"), 三01-0"
11C1,3,3,邱俊智,產學四機二甲, Electronics And Practice,電子學與實習,五03-05,機械館自動控制實驗室
11C2,3,3,江東源,產學四機二甲, Foundations of Mechanical Accuracy,電機學與實習,五06-08,國秀樓403教室
11C3,6,6,陳聰嘉,產學四機三甲, The Industry Practises （Ⅳ）,產業實務實習（四）,一01-06,
11C4,3,3,黃智勇,產學四機三甲, Programmable Logic Controller,可程式控制器,五02-04,機械館機電整合實驗室
11C5,3,3,蔡明義,產學四機三甲, Computer aided manufacturing practice,電腦輔助製造與實務,五05-07,機械館綜合工廠
11C6,3,3,,產學四機二甲,,班週會及導師時間,五09-10,國秀樓413教室
11C7,3,3,,產學四機二甲,,班週會及導師時間,五08-09,國秀樓307教室
1201,3,3,詹惠安,四電一選, Factory Management,工廠管理,二05-07,國秀樓407教室
1202,3,3,林宗賢,四電一選, Introduction to Computer Network,電腦網路概論,二05-07,E243專題製作室
1203,3,3,葉政育,四電二選2, Applications for Python,Python程式應用,四05-07,E320電能技術CAD實驗
1204,3,4,陳鴻誠,四電二選1, SCADA Design and Practice,監控系統設計及實習,二01-04,E306電能監控管理實驗
1205,3,4,郭英哲,四電二選1, Digital Image Processing and Laboratory,數位影像處理及實習,二01-04,E232嵌入式系統實驗室
1206,3,4,郭英哲,四電二選2, Digital Image Processing and Laboratory,數位影像處理及實習,四05-08,E232嵌入式系統實驗室
1207,3,3,巫建興,四電二選1, Instrumentation And Measurement,工程儀表與量測,二02-04,E228微處理機實驗教室
1208,3,4,陳瑞和,四電三選1, Sensor Application/Experiments,感測器應用及實習,一01-04,E313工業電子及感測實
1209,3,4,洪清寶,四電三選1, Microcontroller Application and Practice,微控制器應用及實習,一01-04,E241機電整合實驗教室
1210,3,3,林正乾,四電三選1, Design and Fabrication of Electrical Vehicles,電動車設計與製作,一02-04,E304電工儀表實驗教室
1211,3,4,洪清寶,四電三選2, Microcontroller Application and Practice,微控制器應用及實習,三01-04,E241機電整合實驗教室
1212,3,4,趙貴祥,四電三選2, Design and Practice of Switching Power Supply,切換式電源轉換器設計及實習,三01-04,E317電力電子實驗教室
1213,3,3,古峰昌,四電三選2, Generation Transfformation Engineering,發變電工程,三02-04,國秀樓407教室
1214,3,4,黃國華,四電三選3, Optimal design of electrical machinery & practice,最佳化電機設計及實習,五01-04,E318電機設計實驗教室
1215,3,4,賴香月,四電三選3, Introduction to Very Large Scale Integration （VLSI） Design and Experiment,超大型積體電路設計及實習,五01-04,E228微處理機實驗教室
1216,3,3,葉明宗,四電三選3, Information Networks,資訊網路,五02-04,E320電能技術CAD實驗
1217,3,4,巫建興,四電四選1, Biosensing Technology and Practice,生醫感測技術實習,一05-08,E320電能技術CAD實驗
1218,3,4,陳瑞和,四電四選2, Sensor Application/Experiments,感測器應用及實習,二01-04,E313工業電子及感測實
1219,3,4,呂學德,四電四選3, MATLAB Programming and Practice,MATLAB程式設計及實習,二05-08,E320電能技術CAD實驗
1220,3,3,許紀文,四電四選3, Introduction on MRT Electro-Mechanical-System,捷運機電系統概論,二05-07,E331書報討論
1221,3,4,李進賢,四電四選4, Mechatronic & Experiments,機電整合及實習,五05-08,E241機電整合實驗教室
1222,9,9,電校外實習,四電四選4, Extracurricular Intern（2）,校外實習（二）,,
1233,3,3,孟昭立,四電一甲, Physics （Ⅱ）,物理（二）,五02-04,文化休閒館CR308教室
1234,3,3,蔡政道,四電一甲, Electric Circuit Analysis （Ⅱ）,電路學（二）,三05-07,E301電力品質實驗教室
1235,3,3,賴香月,四電一甲, Computer Program,計算機程式,四05-07,E243專題製作室
1236,1,3,賴香月,四電一甲, Computer Programming Practice,計算機程式實習,五05-07,E228微處理機實驗教室
1237,3,3,古峰昌,四電一甲, Industrial Distribution Design,工業配電設計,二02-04,E304電工儀表實驗教室
1238,3,3,張添丁,四電一乙, Electric Circuit Analysis （Ⅱ）,電路學（二）,五01-03,E301電力品質實驗教室
1239,3,3,孟昭立,四電一乙, Physics （Ⅱ）,物理（二）,五05-07,國秀樓412教室
1240,3,3,白能勝,四電一乙, Computer Program,計算機程式,三02-04,E228微處理機實驗教室
1241,1,3,白能勝,四電一乙, Computer Programming Practice,計算機程式實習,四05-07,E228微處理機實驗教室
1242,3,3,張隆益,四電一乙, Industrial Distribution Design,工業配電設計,二02-04,E320電能技術CAD實驗
1243,3,3,簡伯霖,四電一丙, Physics （Ⅱ）,物理（二）,二02-04,E243專題製作室
1244,3,3,張添丁,四電一丙, Electric Circuit Analysis （Ⅱ）,電路學（二）,五05-07,E301電力品質實驗教室
1245,3,3,林俊成,四電一丙, Computer Program,計算機程式,三02-04,E320電能技術CAD實驗
1246,1,3,林俊成,四電一丙, Computer Programming Practice,計算機程式實習,三05-07,E320電能技術CAD實驗
1247,3,3,林家宏,四電一丙, Industrial Distribution Design,工業配電設計,四05-07,E304電工儀表實驗教室
1248,3,3,王孟輝,四電二甲, Electric Machinery,電機機械,三02-04,E321電機機械實驗教室
1249,3,3,陳碧雲,四電二甲, Engineering Mathematics（Ⅱ）,工程數學（二）,一05-07,E304電工儀表實驗教室
1250,3,3,郭應標,四電二甲, Electronics（Ⅱ）,電子學（二）,一02-04,E243專題製作室
1251,1,3,謝錦聰,四電二甲, Electronics Lab II,電子實習（二）,三05-07,E223電子實驗教室
1252,3,3,趙貴祥,四電二甲, Power Electronics,電力電子學,五02-04,E317電力電子實驗教室
1253,3,3,卜文正,四電二乙, Electric Machinery,電機機械,二05-07,E226整合網路應用控制實驗室
1254,3,3,陳碧雲,四電二乙, Engineering Mathematics（Ⅱ）,工程數學（二）,五02-04,E304電工儀表實驗教室
1255,3,3,郭應標,四電二乙, Electronics（Ⅱ）,電子學（二）,一05-07,E243專題製作室
1256,1,3,謝錦聰,四電二乙, Electronics Lab II,電子實習（二）,一02-04,E223電子實驗教室
1257,3,3,蔡政道,四電二乙, Power Electronics,電力電子學,三02-04,E301電力品質實驗教室
1258,3,3,卜文正,四電二丙, Electric Machinery,電機機械,五02-04,E226整合網路應用控制實驗室
1259,3,3,陳碧雲,四電二丙, Engineering Mathematics（Ⅱ）,工程數學（二）,三05-07,E304電工儀表實驗教室
1260,3,3,巫建興,四電二丙, Electronics（Ⅱ）,電子學（二）,三02-04,E232嵌入式系統實驗室
1261,1,3,賴秋庚,四電二丙, Electronics Lab II,電子實習（二）,一05-07,E223電子實驗教室
1262,3,3,張添丁,四電二丙, Power Electronics,電力電子學,一01-03,E301電力品質實驗教室
1263,1,3,羅永昌,四電三甲, Motor Control Experiment,電機控制實習,二02-04,E224 PC-BASED實驗室
1264,3,3,呂學德,四電三甲, Power System,電力系統,四05-07,E301電力品質實驗教室
1266,2,6,電專題甲,四電三甲, Project study （Ⅱ）,實務專題（二）,,
1267,1,3,羅永昌,四電三乙, Motor Control Experiment,電機控制實習,一05-07,E224 PC-BASED實驗室
1268,3,3,林家宏,四電三乙, Power System,電力系統,二02-04,E301電力品質實驗教室
1270,2,6,電專題乙,四電三乙, Project study （Ⅱ）,實務專題（二）,,
1271,1,3,卜文正,四電三丙, Motor Control Experiment,電機控制實習,四05-07,E226整合網路應用控制實驗室
1272,3,3,張添丁,四電三丙, Power System,電力系統,一05-07,E301電力品質實驗教室
1274,2,6,電專題丙,四電三丙, Project study （Ⅱ）,實務專題（二）,,
1275,0,320,,四電四甲, Diversified Training,多元實習,,
1276,0,320,,四電四乙, Diversified Training,多元實習,,
1277,0,320,,四電四丙, Diversified Training,多元實習,,
1281,3,3,王孟輝,電-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1282,3,3,白能勝,電-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1283,3,3,巫建興,電-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1284,3,3,林正乾,電-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1285,3,3,林俊成,電-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1286,3,3,林家宏,電-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1287,3,3,洪清寶,電-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1288,3,3,陳碧雲,電-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1289,3,3,黃國華,電-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1290,3,3,葉政育,電-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1291,3,3,蔡政道,電-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1292,3,3,賴香月,電-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1293,3,3,羅永昌,電-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
12S1,3,3,林家宏,產學四電二甲, Electric Circuit Analysis（Ⅱ）,電路學（二）,五03-05,E243專題製作室
12S2,3,3,謝錦聰,產學四電二甲, The Experiment of Electronics Circuit（Ⅰ）,電子電路及實習（一）,五06-08,E223電子實驗教室
12S3,6,6,電產業實務,產學四電二甲, The Industry Practises（Ⅱ）,產業實務實習（二）,二05-07,"), 三05-0"
1301,3,3,鄭清海,四子一丙選, Probability,機率學,二05-07,國秀樓313教室
1302,3,3,陳英傑,四子二選, Microcontroller based Embedded System Practice,微控制器系統實務,二01-03,E710-工程館7F
1303,3,3,吳承炎,四子二選, Green Devices Electrical Simulation,綠能元件電性模擬,二01-03,E525-工程館5F
1304,3,3,許東成,四子二選, Computer Aided Machine Drawing,電腦機構繪圖,三02-04,E613-工程館6F
1305,3,3,吳靜娜,四子二選, Probability And Statics,機率與統計,三02-04,E431-工程館4F
1306,3,3,董秋溝,四子二選, Introduction to VLSI Systems,VLSI概論,五05-07,E525-工程館5F
1307,3,3,顏孟華,四子三選, Programming in Python,Python程式設計,一02-04,E613-工程館6F
1308,3,3,洪玉城,四子三選, Photovoltaics System in Applications and,太陽能光伏電子系統,一05-07,E544-工程館5F
1309,3,3,陳英傑,四子三選, Embedded system overview and Lab,嵌入式系統概論與實習,一05-07,E710-工程館7F
1310,3,3,陳宏光,四子三選, Object-Oriented Programming Language,物件導向程式設計,一05-07,E431-工程館4F
1311,3,3,林翠娥,四子三選, Game Design,遊戲企劃,二02-04,E431-工程館4F
1312,3,3,陳若貞,四子三選, High-speed printed circuit board design,高速ＰＣＢ設計,二05-07,E623-工程館6F
1313,3,3,顏錦柱,四子三選, Fuzzy Control,模糊控制,二05-07,E617-工程館6F
1314,3,3,陳星琳,四子三選, Computer Architecture and Organization,計算機組織與結構,二05-07,國秀樓508教室
1315,2,2,李春振,四子三選, Introduction to Industrial Design,工業設計概論,二05-06,國秀樓005教室
1316,3,3,彭成瑜,四子三選, Smart Sensor and Supervisory Control Laboratory,智慧感測與監控實務,三02-04,E617-工程館6F
1317,3,3,謝韶徽,四子三選, Low Power VLSI Design,低功率積體電路設計,三02-04,E544-工程館5F
1318,3,3,李肇廉,四子三選, Programmable Logic Controller Application,ＰＬＣ應用實作,三05-07,E614-工程館6F
1319,3,3,吳承炎,四子三選, 3D Printing Introduction and Practice,3D列印原理與實務,三05-07,E525-工程館5F
1320,3,3,謝韶徽,四子三選, Smart Technology and Creativity,智慧科技與創意,五05-07,E544-工程館5F
1321,3,3,李介仁,四子三選, Lens elements and design,光學元件,五05-07,E626-工程館6F
1323,3,3,鍾裕峰,四子四選, The trend and analysis of electrical product,電子產品現況與未來趨勢,一02-04,國秀樓313教室
1324,3,3,顏孟華,四子四選, Artificial Intelligence,人工智慧,一05-07,E613-工程館6F
1327,3,3,李肇廉,四子四選, Industrial Control Electronics,工業控制電子學,二05-07,E614-工程館6F
1329,3,3,吳志峰,四子四選, Integration of Electronic Circuits Systems,電子系統專論,三05-07,E544-工程館5F
1330,3,3,王三輔,四子四選, High frequency active circuit design,高頻主動電路設計,四05-07,E613-工程館6F
1331,3,3,董秋溝,四子四選, Integrated Circuits Fabrication,積體電路製程,五02-04,E525-工程館5F
1332,3,3,王三輔,四子四選, Industrial Wireless Communication Techniques,工業無線通訊技術,五02-04,E613-工程館6F
1333,3,3,唐光輝,四子四選, Electromagnetic compatibility of standards and test,電磁相容之標準與測試,五05-07,E623-工程館6F
1334,3,3,電子校外實習1,四子四選, Workplace Ethics Practice（Ⅱ）,職場倫理實習（二）,,
1335,3,3,電子校外實習2,四子四選, Computer Application Practice（Ⅱ）,資訊技術實習（二）,,
1336,3,3,電子校外實習3,四子四選, Electronic Skill Practice（Ⅱ）,電子技術實習（二）,,
1337,3,3,電子校外實習4,四子四選, Industrial Skill Practice（Ⅱ）,產業實務實習（二）,,
1341,3,3,蘇志超,四子一甲, Physics （Ⅱ）,物理（二）,二05-07,國秀樓401教室
1342,2,4,蔡忠和,四子一甲, Computer Programming Practice,計算機程式實習,四05-08,E626-工程館6F
1343,3,3,陳宏光,四子一乙, Physics （Ⅱ）,物理（二）,三05-07,E431-工程館4F
1344,2,4,賴雲龍,四子一乙, Computer Programming Practice,計算機程式實習,五01-04,E626-工程館6F
1345,3,3,彭成瑜,四子一丙, Physics （Ⅱ）,物理（二）,一05-07,國秀樓403教室
1346,2,4,何岳璟,四子一丙, Computer Programming Practice,計算機程式實習,三01-04,E715-工程館7F
1347,3,3,蘇志超,四子二甲, Engineering Mathematics（Ⅱ）,工程數學（二）,一05-07,國秀樓508教室
1348,3,3,陳英傑,四子二甲, Electronics（Ⅱ）,電子學（二）,二04-06,國秀樓306教室
1349,3,3,洪玉城,四子二甲, Electric Circuit Analysis （Ⅱ）,電路學（二）,三02-04,國秀樓313教室
1350,2,4,唐光輝,四子二甲, Electronics Circuits Lab.（Ⅱ）,電子實習（二）,四05-08,E715-工程館7F
1351,3,3,陳若貞,四子二甲, Signals and Systems,信號與系統,一02-04,E623-工程館6F
1352,3,3,曾振東,四子二乙, Engineering Mathematics（Ⅱ）,工程數學（二）,五02-04,E529-工程館5F
1353,3,3,林水春,四子二乙, Electronics（Ⅱ）,電子學（二）,一05-07,E617-工程館6F
1354,3,3,唐光輝,四子二乙, Electric Circuit Analysis （Ⅱ）,電路學（二）,三05-07,E623-工程館6F
1355,2,4,何岳璟,四子二乙, Electronics Circuits Lab.（Ⅱ）,電子實習（二）,一01-04,E715-工程館7F
1356,3,3,顏錦柱,四子二乙, Signals and Systems,信號與系統,四05-07,國秀樓401教室
1357,3,3,陳星琳,四子二乙, Data Structures,資料結構,二02-04,國秀樓413教室
1358,2,4,蔡忠和,四子二乙, Microcontroller practice and application,單晶片微電腦應用實務,三01-04,E626-工程館6F
1359,3,3,林水春,四子二丙, Engineering Mathematics（Ⅱ）,工程數學（二）,三05-07,E617-工程館6F
1360,3,3,黃國興,四子二丙, Electronics（Ⅱ）,電子學（二）,一05-07,E614-工程館6F
1361,3,3,陳若貞,四子二丙, Electric Circuit Analysis （Ⅱ）,電路學（二）,四05-07,E623-工程館6F
1362,2,4,陳啟鈞,四子二丙, Electronics Circuits Lab.（Ⅱ）,電子實習（二）,五01-04,E715-工程館7F
1363,3,3,林熊徵,四子二丙, Signals and Systems,信號與系統,一02-04,國秀樓402教室
1364,3,3,蘇志超,四子三甲, Design of power conversion circuits,電能轉換電路設計,一02-04,國秀樓403教室
1365,3,3,王三輔,四子三丙, Electronic Circuit Design,電子電路設計,五05-07,國秀樓401教室
1366,2,6,電子實務專題甲,四子三甲, Project study （Ⅱ）,實務專題（二）,五01-04,
1367,2,6,電子實務專題乙,四子三乙, Project study （Ⅱ）,實務專題（二）,五01-04,
1368,2,6,電子實務專題丙,四子三丙, Project study （Ⅱ）,實務專題（二）,五01-04,
1369,0,320,,四子四甲, Diversified Training,多元實習,,
1370,0,320,,四子四乙, Diversified Training,多元實習,,
1371,0,320,,四子四丙, Diversified Training,多元實習,,
1372,3,3,吳志峰,子-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1373,3,3,顏孟華,子-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1374,3,3,顏錦柱,子-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1375,3,3,彭成瑜,子-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1376,3,3,洪玉城,子-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1377,3,3,蘇志超,子-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1378,3,3,陳英傑,子-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1379,3,3,黃國興,子-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
1380,3,3,曾振東,子-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
13A1,2,2,董秋溝,二子三選, Digital System Design,數位系統設計,二05-06,E525-工程館5F
13A2,3,3,朱漢興,二子四選, Applied Cloud Computing,雲端科技應用,一02-04,E431-工程館4F
13A3,3,3,李建鋒,二子四選, Power supplies for LED driving,LED驅動電路設計,一05-07,E623-工程館6F
13A4,3,3,楊文昇,二子四選, Introduction to Internet of Things,物聯網概論,二02-04,國秀樓508教室
13A5,3,3,王俊傑,二子四選, Deep Learning,深度學習,二05-07,E431-工程館4F
13A6,3,3,李肇廉,二子四選, Programmable Logic Controller Application,PLC應用實作,五05-07,E614-工程館6F
13B1,3,3,董秋溝,二子三甲, Electronic Circuit Design Implement（Ⅱ）,電子電路（二）,三04-04,"E525-工程館5F), 四01-0"
13B2,3,3,蘇志超,二子三甲, Engineering Mathematics,工程數學,二02-04,國秀樓503教室
13B3,3,3,陳啟鈞,二子三甲, Digital Signal Processing,D S P 實務,三05-07,E613-工程館6F
13B4,2,6,二技電子專題,二子三甲, Project study （Ⅰ）,實務專題（一）,五01-04,
1501,3,3,張嘉寶,四工二選, Computer Aided Drawing,電腦輔助繪圖,一02-04,工501製商整合實習室
1502,3,3,王偉驎,四工二選, The Automatic Data collection system,自動化資料蒐集系統,一02-04,工503工作研究實習室
1503,3,3,黃敬仁,四工二選, Design of Internet of Machines,機聯網設計,一02-04,工201微電腦實習室
1505,3,3,廖士榮,四工二選, TOOL ENGINEERING,工具工程,五05-07,工303整合製造模擬室
1506,3,3,王樹仁,四工二選, Logistics System Management,物流技術與管理,五05-07,工503工作研究實習室
1507,3,3,曾建銘,四工二選, WEB Database Design,資料庫與網頁設計,五05-07,工302製造管理電子化
