代碼,學分,學時,老師,班級,Subject,科目,時間,地點
9548,0,0,,職四工二乙,,全校共同時間,一12-13,工503工作研究實習室
9549,3,3,王文派,職四工三甲, Engineering Economy,工程經濟,三10-11,"工503工作研究實習室),"
9550,3,3,劉時玟,職四工三甲, Operations Research,作業研究,四12-14,工503工作研究實習室
9551,3,3,翁美玲,職四工三甲, Project Study （Ⅰ）,實務專題（一）,,雙週開課)一10-1
9552,0,0,,職四工三甲,,全校共同時間,一12-13,工201微電腦實習室
9553,3,3,鄭盛樹,職四工三乙, Engineering Economy,工程經濟,,單週開課)一10-1
9554,3,3,林其春,職四工三乙, Operations Research,作業研究,四12-14,工103設施規劃實習室
9555,3,3,王偉驎,職四工三乙, Project Study （Ⅰ）,實務專題（一）,,單週開課)三10-1
9556,0,0,,職四工三乙,,全校共同時間,一12-13,工203生產管理實習室
9557,0,0,,職四工四甲,,全校共同時間,一12-13,國秀樓308教室
9558,0,0,,職四工四乙,,全校共同時間,一12-13,國秀樓309教室
9601,3,3,郭春敏,職四休閒一甲, Hospitality Management,旅館管理,四10-12,文化休閒館CR201教室
9602,3,3,劉欣怡,職四休閒二甲, Hospitality and Tourism Management and Operation（II）,餐旅經營實務（二）,五12-14,文化休閒館CR308教室
9603,3,3,陳家成,職四休閒二甲, Fitness Club Management and Operation（II）,健身俱樂部經營實務（二）,五12-14,文化休閒館CR202教室
9604,3,3,休閒安全與防身,職四休閒二甲, Leisure Safety and Self-defense course,休閒安全與防身學,四10-12,文化休閒館CR204休閒健康促進專業教室
9605,3,3,蔡宜芝,職四休閒二甲, Customer Relationship Management,顧客關係管理,四10-12,文化休閒館CR203教室
9607,3,3,曾冠傑,職四休閒三甲, Travel Agency Practice And Management,旅行業經營與管理,二10-12,國秀樓403教室
9608,3,3,李芃曄,職四休閒三甲, The skill and practice of catering,餐旅服務技能與實務,五10-12,文化休閒館CR201教室
9609,3,3,陳奕伸,職四休閒三甲, Sports Industry and Tourism,運動產業與觀光,三10-12,文化休閒館CR308教室
9610,3,3,陳奕伸,職四休閒三甲, Design and Planning of Endurance Sports,冒險運動設計與規劃,四10-12,文化休閒館CR308教室
9611,3,3,休管實習1,職四休閒三甲, Services Operation Internship（II）,服務作業實習（二）,,
9612,3,3,休管實習2,職四休閒三甲, Services Quality Internship（II）,服務品質實習（二）,,
9613,3,3,休管實習3,職四休閒三甲, Customer Relationship Internship（II）,顧客關係實習（二）,,
9614,3,3,休管實習4,職四休閒三甲, Marketing Planning Internship（II）,行銷企劃實習（二）,,
9615,3,3,林蔡淑芬,職四休閒四甲, Foreign Language Tour Guiding and Operating Communicative Skills,外語領隊導遊溝通技巧,二12-14,文化休閒館CR308教室
9616,3,3,陳奕伸,職四休閒四甲, Urban Leisure and Tourism,都會休閒與觀光,五10-12,文化休閒館CR203教室
9617,2,2,陳卉芬,職四休閒四甲, Financial Management,財務管理,三13-14,文化休閒館CR201教室
9618,3,3,洪群翔,職四休閒四甲, Fundamentals of Project Management,專案管理概論,三10-12,文化休閒館CR203教室
9631,3,3,陳泰衡,職四休閒一甲, Tourism,觀光學,二10-12,文化休閒館B01教室
9632,2,2,張瑞元,職四休閒一甲, Accounting,會計學,一10-11,文化休閒館B01教室
9633,2,2,楊子孟,職四休閒一甲, English for Catering,餐飲英文,五10-11,文化休閒館B01教室
9634,0,0,,職四休閒一甲,,全校共同時間,一12-13,文化休閒館CR308教室
9635,3,3,林雲燦,職四休閒二甲, Marketing,行銷學,二10-12,文化休閒館CR203教室
9636,3,3,程一雄,職四休閒二甲, Research Method,研究法,三10-12,文化休閒館B01教室
9637,2,2,羅友志,職四休閒二甲, Sport and Leisure English,休閒運動英文,二13-14,文化休閒館CR201教室
9638,2,2,生涯規劃與職場,職四休閒二甲, Career Planning Professional Ethic,生涯規劃與職場倫理,五10-11,國秀樓502教室
9639,0,0,,職四休閒二甲,,全校共同時間,一12-13,文化休閒館B01教室
9640,0,0,,職四休閒三甲,,全校共同時間,一12-13,文化休閒館CR201教室
9641,3,3,休閒活動行程,職四休閒四甲, Leisure Activity of Itinerary Program,休閒活動行程規劃,四10-12,文化休閒館B01教室
9642,2,2,陳細鈿,職四休閒四甲, Quality Management for Service Industry,休閒產業服務品質管理,二10-11,文化休閒館CR308教室
9643,0,0,,職四休閒四甲,,全校共同時間,一12-13,文化休閒館CR203教室
9703,3,3,黃明政,職四資二選1, Financial Management,財務管理,四12-14,管理館M419
9705,3,3,吳政峰,職四資三選2, Project Management,專案管理,三12-14,管理館M502
9710,3,3,陳世銘,職四資三選3, Internet Marketing,網路行銷,五12-14,管理館M514
9713,3,3,范振銘,職四資三選4, Production management system,生產管理資訊系統,四10-12,管理館M513
9714,3,3,徐欣怡,職四資四選5, Business Intelligent,商業智慧,二12-14,管理館M514
9719,3,3,賴俊良,職四資四選6, Artificial Intelligence,人工智慧,四10-12,管理館M511
9722,3,3,洪龍廷,職四資四選7, Information Security,資訊安全,五12-14,管理館M511
9731,3,3,陳仕昇,職四資一甲, Information Networks,資訊網路,五10-12,管理館M502
9732,3,3,陳仕昇,職四資一甲, Management,管理學,一10-11,"管理館M502),"
9733,2,2,黃明政,職四資一甲, Accounting（Ⅱ）,會計學（二）,三12-13,管理館M419
9734,2,2,張裕幸,職四資一甲, Introduction to Database,資料庫入門,四13-14,管理館M513
9735,3,3,黃展鵬,職四資一甲, Programming Design,程式設計,二12-14,管理館M513
9736,0,0,,職四資一甲,,全校共同時間,一12-13,管理館M502
9737,3,3,徐欣怡,職四資二甲, Production and Operation Management,生產與作業管理,五11-13,管理館M503
9738,3,3,陳宏昌,職四資二甲, Data Structures,資料結構,二10-12,管理館M419
9739,3,3,曹祥彬,職四資二甲, Programming in business,商用程式設計,三10-12,管理館M513
9740,0,0,,職四資二甲,,全校共同時間,一12-13,管理館M513
9742,3,3,吳政峰,職四資三甲, Statistics （Ⅱ）,統計學（二）,,雙週開課)五10-1
9743,3,3,王清林,職四資三甲, Operating System,作業系統,二10-12,管理館M502
9744,0,0,,職四資三甲,,全校共同時間,一12-13,管理館M501
9745,0,0,,職四資四甲,,全校共同時間,一12-13,管理館M419
9799,3,3,,跨校選修, Database Theory and Management,資料庫管理系統,,
9801,3,3,蔡淨英,職四冷二甲, Practical application of Hvac & R,冷凍空調裝修實務,二10-12,冷凍空調裝
9802,3,3,宋旻峰,職四冷二甲, Energy and Environment Introduction,能源與環境概論,三12-14,國秀樓308教室
9803,3,3,賴進昌,職四冷三甲, Refrigeration System Design,冷凍系統設計,一10-11,"國秀樓305教室),"
9804,3,3,顏阿桃,職四冷三甲, Energy Management Technology,能源管理技術,三10-12,E018冷凍空調自動控制實驗室
9805,3,3,賴坊濱,職四冷四甲, Industrial Management,工業管理,二10-12,國秀樓305教室
9806,3,3,王憲榮,職四冷四甲, Cleanroom Technology,無塵室技術,三10-12,國秀樓306教室
9807,3,3,蔡貴義,職四冷四甲, Electrical Power Distribution Design,配電設計,四10-12,E018冷凍空調自動控制實驗室
9808,3,3,黃文傑,職四冷四甲, Planning and Management of Refrigeration and Air Conditioning Engineering,冷凍空調工程規劃及管理,五11-13,國秀樓311教室
9831,3,3,張雅羚,職四冷一甲, Computer Aided Drawing,電腦輔助繪圖,五10-12,E103冷凍空調設計實驗室
9832,3,4,林國堅,職四冷一甲, Electronics and Lab（Ⅱ）,電子學及實習（二）,三10-13,E102電子實驗室
9833,0,0,,職四冷一甲,,全校共同時間,一12-13,國秀樓310教室
9834,3,3,陳緯中,職四冷二甲, Principle of Refrigeration and air-Conditioning,冷凍空調原理,三10-11,"國秀樓309教室),"
9835,3,3,林志宏,職四冷二甲, Fluid Mechanics and Fluid Machinery,流體力學與流體機械,一10-11,"E021空調工程實驗室), 四12-1"
9836,3,3,余光正,職四冷二甲, Electric Circuit Analysis,電路學,五10-12,E110電機應用實驗室
9837,0,0,,職四冷二甲,,全校共同時間,一12-13,國秀樓312教室
9838,3,4,黃譯興,職四冷三甲, Refrigeration and Air-Conditioning Energy-Saving Technique and Practices,冷凍空調節能技術及實習,,單週開課)五10-1
9839,3,4,陳清光,職四冷三甲, Refrigeration and Air-Conditioning Design and Practices,冷凍空調設計及實習,,雙週開課)二10-1
9840,3,4,職四冷三甲,職四冷三甲, Energy Engineering Principle and Practices,能源工程原理及實習,四10-13,E109能源工程實驗室
9841,0,0,,職四冷三甲,,全校共同時間,一12-13,國秀樓303教室
9842,0,0,,職四冷四甲,,全校共同時間,一12-13,國秀樓313教室
9901,2,2,郭鐘元,職四英一甲, Commercial introduction,商業概論,三13-14,國秀樓1F語言教室B
9902,2,2,林雅芬,職四英一甲, EFL Teaching Methods,英語教學法,四10-11,國秀樓501教室
9903,2,2,邱惠玲,職四英二甲, Japanese II,第二外語 日文（二）,五10-11,國秀樓5樓ESP視訊專業教室
9904,2,2,鄭雲英,職四英二甲, Espanol II,第二外語 西班牙文（二）,五10-11,國秀樓1樓多媒體視聽室 CoffeeCorner
9905,2,2,林慧洙,職四英三甲, English Letters,英文書信,三10-11,國秀樓1F語言教室B
9906,2,2,丹尼爾,職四英三甲, International Enterprise Management,國際企業管理,四10-11,國秀樓1樓多媒體視聽室 CoffeeCorner
9907,2,2,陳榮旗,職四英三甲, English Speech,英語演說,四12-13,國秀樓1F語言教室B
9908,2,2,柯文山,職四英三甲, Newsletter English,時事英文,五10-11,國秀樓313教室
9909,2,2,鄭雲英,職四英三甲, Espanol Ⅳ,第二外語 西班牙文（四）,五12-13,國秀樓1樓多媒體視聽室 CoffeeCorner
9910,2,2,丹尼爾,職四英四甲, Tourism English,觀光英文,一10-11,國秀樓5樓多媒體暨口譯教室
9911,2,2,郭鐘元,職四英四甲, Electronic Commerce,電子商務,三10-11,國秀樓5樓ESP視訊專業教室
9912,2,2,林慧洙,職四英四甲, Public Exhibition Planning and Marketing,會展規劃與行銷,三12-13,國秀樓5樓多媒體暨口譯教室
9914,2,2,丹尼爾,職四英四甲, Business Communication （2）,商務溝通（二）,四12-13,國秀樓1樓多媒體視聽室 CoffeeCorner
9915,2,2,謝孟成,職四英四甲, Office English,辦公室英文,五10-11,國秀樓5樓多媒體暨口譯教室
9931,3,3,張旭琪,職四英一甲, Freshman English（Ⅱ）,大一英文（二）,三10-12,國秀樓1樓多媒體視聽室 CoffeeCorner
9932,2,2,廖晨甯,職四英一甲, English Conversation （Ⅱ）,英語會話（二）,四12-13,國秀樓5樓ESP視訊專業教室
9933,2,2,林雅芬,職四英一甲, English Conversation （Ⅱ）,英語會話（二）,四12-13,國秀樓501教室
9934,3,3,柯文山,職四英一甲, Basic Writing（Ⅱ）,初級寫作（二）,五12-14,國秀樓012教室
9935,3,3,謝孟成,職四英一甲, Basic Writing（Ⅱ）,初級寫作（二）,五12-14,國秀樓5樓多媒體暨口譯教室
9936,2,2,孫翎,職四英一甲, Grammar and Rhetoric （Ⅱ）,文法與修辭（二）,二10-11,國秀樓413教室
9937,2,2,黃慧如,職四英一甲, Applied linguistics（Ⅱ）,語言學概論（二）,五10-11,國秀樓1F語言教室B
9938,0,0,,職四英一甲,,全校共同時間,一12-13,國秀樓509教室
9939,2,2,吳雅玲,職四英二甲, English Listening & Speaking（Ⅱ）,英語聽力訓練（二）,二10-11,國秀樓5樓多媒體暨口譯教室
9940,2,2,黃靜雲,職四英二甲, Selected Reading of Masterpieces （Ⅱ）,文學名著選讀（二）,三10-11,國秀樓5樓多媒體暨口譯教室
9941,3,3,陳榮旗,職四英二甲, Intermediate English Writing（Ⅱ）,中級寫作（二）,二12-14,國秀樓413教室
9942,3,3,雷竣詠,職四英二甲, Intermediate English Writing（Ⅱ）,中級寫作（二）,二12-14,國秀樓5樓多媒體暨口譯教室
9943,2,2,廖晨甯,職四英二甲, English Conversation （Ⅳ）,英語會話（四）,四10-11,國秀樓5樓ESP視訊專業教室
9944,2,2,蘇紹雯,職四英二甲, English Conversation （Ⅳ）,英語會話（四）,四10-11,國秀樓1F語言教室B
9945,0,0,,職四英二甲,,全校共同時間,一12-13,國秀樓511教室
9946,2,2,余孝恒,職四英三甲, Chinese-English Translation （Ⅱ）,中英筆譯（二）,二12-13,國秀樓1樓多媒體視聽室 CoffeeCorner
9947,2,2,陳媛珊,職四英三甲, Professional English reading （Ⅱ）,專業英文閱讀（二）,二10-11,國秀樓1F語言教室B
9948,3,3,王鴻民,職四英三甲, Advanced Writing（Ⅱ）,高級寫作（二）,三12-14,國秀樓5樓ESP視訊專業教室
9949,0,0,,職四英三甲,,全校共同時間,一12-13,國秀樓508教室
9950,2,2,余孝恒,職四英四甲, Chinese-English Translation （Ⅳ）,中英筆譯（四）,二10-11,國秀樓1樓多媒體視聽室 CoffeeCorner
9951,2,2,黃慧如,職四英四甲, Chinese-English Interpretation（II）,中英口譯（二）,五12-13,國秀樓1F語言教室B
9952,2,2,吳雅玲,職四英四甲, Chinese-English Interpretation（II）,中英口譯（二）,二12-13,國秀樓1F語言教室B
9953,0,0,,職四英四甲,,全校共同時間,一12-13,國秀樓311教室
9A01,3,3,許文馨,職四企二甲, The Theory and Practice of Business Presentation,商業簡報理論與實務,三10-12,M114資訊系統教室
9A02,3,3,柯俊宏,職四企二甲, Logistics Management,物流管理,四10-12,M423專業科目教
9A03,3,3,高寒梅,職四企三甲, Team Learning,團隊學習,三10-12,M102專業科目教
9A04,3,3,張永杰,職四企三甲, Marketing & Advertizing,行銷與廣告,四12-14,M102專業科目教
9A05,3,3,林惠美,職四企三甲, Tax Accounting,稅務會計,五10-12,M102專業科目教
9A06,3,3,蔡政豪,職四企四甲, Marketing Case Discussions,行銷個案研討,二10-12,M101專業科目教
9A07,3,3,高芝蘭,職四企四甲, Humanity and Business,企業與人文,三10-12,M423專業科目教
9A08,3,3,歐陽光,職四企四甲, Quality Management,品質管理,四10-12,M421專業科目教
9A31,3,3,洪振義,職四企一甲, Economics（Ⅱ）,經濟學（二）,三10-12,M101專業科目教
9A32,3,3,林惠美,職四企一甲, Accounting（Ⅱ）,會計學（二）,四10-12,M101專業科目教
9A33,3,3,楊明宗,職四企一甲, Management,管理學,二12-14,M421專業科目教
9A34,0,0,,職四企一甲,,全校共同時間,一12-13,國秀樓407教室
9A35,3,3,張永杰,職四企二甲, Statistics （Ⅱ）,統計學（二）,二12-14,M423專業科目教
9A36,3,3,林昆鋒,職四企二甲, Business English Writing,商用英文書信,五12-14,M423專業科目教
9A37,3,3,楊明宗,職四企二甲, Human Resource Management,人力資源管理,二10-11,M423專業科目教
9A38,0,0,,職四企二甲,,全校共同時間,一12-13,國秀樓413教室
9A39,3,3,劉晉宏,職四企三甲, Strategy Management,策略管理,二10-12,M102專業科目教
9A40,0,0,,職四企三甲,,全校共同時間,一12-13,國秀樓408教室
9A41,0,0,,職四企四甲,,全校共同時間,一12-13,國秀樓507教室
B101,3,3,江明宗,專二機一選 1, Precision Measuring Instrument,精密量具,日05-07,國秀樓301教室
B102,3,3,王天政,專二機一選 1, Introduction to Aeronautical Engineering,航空工程概論,日05-07,機械館氣液壓實驗室
B103,2,2,王天政,專二機一選 2, Industry safety and hygiene,工業安全與衛生,日08-09,國秀樓301教室
B111,2,2,朱玟霖,專二機二選 1, Industrial Phychology,工業心理學,六01-02,機械館電腦輔助產品設計電腦教室
B112,2,2,朱玟霖,專二機二選 2, Information and Network Resources Utilization,資訊與網路資源利用,六03-04,機械館電腦輔助產品設計電腦教室
B113,3,3,賴興正,專二機二選 3, Tools Design,工具設計,六06-08,國秀樓302教室
B114,3,3,蔡文卿,專二機二選 4, Nontraditional Machining,非傳統加工,日05-07,國秀樓302教室
